,model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),Operating System,graphics,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price,is_gaming_laptop,is_regular_laptop
788,hp pavilion 14-eh0021tu laptop,hewlett packard,12th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,2240 x 1400,12,16,66,74990,False,True
789,hp victus 15-fa0073tx laptop,hewlett packard,12th gen core i7,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,10,16,61,85990,False,True
790,hp pavilion 14-eh0025tu laptop,hewlett packard,12th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,2240 x 1400,12,16,65,73500,False,True
791,lenovo yoga 7 flip 82qe009sin laptop,lenovo,12th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,2880 x 1800,12,16,71,112990,False,True
792,lenovo ideapad gaming 3 15ach6 82k201uxin laptop,lenovo,ryzen 7 5800h,16,512,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,8,16,76,109990,True,False
793,acer aspire 5 nx.k6ssi.002 laptop,acer,12th gen core i3,8,512,1000,Windows,Intel UHD,15.6,1920 x 1080,6,8,49,40990,False,True
794,asus tuf gaming f15 fx506hc-hn362ws gaming laptop,asus,11th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6,12,73,76990,True,False
795,acer aspire 7 a715-5g un.qgbsi.002 gaming laptop,acer,12th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,12,16,65,61990,True,False
796,dell vostro 3525 laptop,dell,amd ryzen 7 5825u,8,512,1000,Windows,AMD Radeon Radeon Graphics,15.6,1920 x 1080,8,16,67,57990,False,True
797,lg gram 16z90q-g.aj54a2 laptop,lg electronics,12th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,16.0,1600 x 2560,12,16,67,96490,False,True
798,dell vostro 3425 laptop,dell,amd ryzen 5 5625u,8,512,1000,Windows,AMD Radeon Graphics,14.0,1920 x 1080,6,12,67,52499,False,True
799,asus tuf gaming f15 fx506lhb-hn357w gaming laptop,asus,10th gen core i5,8,1000,1000,Windows,4 GB NVIDIA GeForce GTX GTX 1650,15.6,1920 x 1080,4,8,61,67461,True,False
800,asus rog flow x13 gv301rc-lj022ws gaming laptop,asus,amd ryzen 7 6800hs,16,1000,1000,Windows,AMD Radeon AMD,13.39,1920 x 1200,8,16,75,144990,True,False
801,asus rog zephyrus g14 2022 ga402rk-l8148ws gaming laptop,asus,amd ryzen 9 6900hs,32,1000,1000,Windows,8 GB AMD Radeon RX 6800S,14.0,2560 x 1600,8,16,87,199990,True,False
802,asus rog flow x13 gv301re-lj199ws gaming laptop,asus,amd ryzen 7 6800hs,32,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,13.39,1920 x 1200,8,16,82,164104,True,False
803,asus rog flow x13 gv301re-li201ws gaming laptop,asus,amd ryzen 7 6800hs,32,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,13.39,3840 x 2400,8,16,84,175990,True,False
804,asus rog zephyrus g15 2022 ga503rm-ln143ws gaming laptop,asus,amd ryzen 7 6800hs,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560 x 1440,8,16,84,144990,True,False
805,asus rog zephyrus g15 2022 ga503rm-hq142ws gaming laptop,asus,amd ryzen 7 6800hs,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560 x 1440,8,16,84,156990,True,False
806,asus rog zephyrus duo 16 2022 gx650rxz-lb226ws gaming laptop,asus,amd ryzen 9 6900hx,32,2000,1000,Windows,16 GB NVIDIA GeForce RTX 3080 Ti,16.0,3840 x 2400,8,16,93,396990,True,False
807,asus rog zephyrus g15 2022 ga503rs-hq027ws gaming laptop,asus,amd ryzen 9 6900hs,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3080,15.6,2560 x 1440,8,16,84,199086,True,False
808,asus rog zephyrus duo 16 2022 gx650rxz-ls228ws gaming laptop,asus,amd ryzen 9 6900hx,32,2000,1000,Windows,16 GB NVIDIA GeForce RTX 3080 Ti,16.0,1920 x 1200,8,16,91,361990,True,False
809,asus rog zephyrus g14 ga402rj-l8182ws gaming laptop,asus,amd ryzen 7 6800hs,16,1000,1000,Windows,8 GB AMD Radeon RX 6700S,14.0,2560 x 1600,8,16,80,159399,True,False
810,asus rog zephyrus g15 2022 ga503rm-hq111ws gaming laptop,asus,amd ryzen 7 6800hs,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560 x 1440,8,16,84,148990,True,False
811,asus rog flow x16 2022 gv601re-m6012ws gaming laptop,asus,ryzen 7 6800hs,16,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,16.0,2560 x 1600,8,16,82,151990,True,False
812,asus rog zephyrus duo 16 gx650rmz-ls019ws gaming laptop,asus,amd ryzen 7 6800h,32,2000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,1920 x 1200,8,16,86,224990,True,False
813,asus rog zephyrus g15 2022 ga503rw-ln067ws gaming laptop,asus,amd ryzen 9 6900hs,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070,15.6,2560 x 1440,8,16,86,189990,True,False
814,asus rog flow x16 2022 gv601rm-m6054ws gaming laptop,asus,ryzen 7 6800hs,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,2560 x 1600,8,16,82,171990,True,False
815,asus rog zephyrus duo 16 2022 gx650rxz-lo227ws gaming laptop,asus,amd ryzen 9 6900hx,32,2000,1000,Windows,16 GB NVIDIA GeForce RTX 3080 Ti,16.0,2560 x 1600,8,16,91,391990,True,False
816,asus rog flow x13 gv301ra-lj031ws gaming laptop,asus,amd ryzen 7 6800hs,16,1000,1000,Windows,AMD Radeon AMD,13.39,1920 x 1200,8,16,73,111399,True,False
817,asus rog zephyrus g15 ga503rw-ln066ws gaming laptop,asus,amd ryzen 9 6900hs,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070Ti,15.6,2560 x 1440,8,16,86,188000,True,False
818,hp pavilion x360 14-ek0092tu laptop,hewlett packard,12th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,10,12,61,89990,False,True
819,dell inspiron 7620 laptop,dell,12th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,16.0,1920 x 1200,10,12,59,87500,False,True
820,hp pavilion x360 14-ek0078tu laptop,hewlett packard,12th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,10,12,60,71990,False,True
821,asus zenbook flip 14 oled up5401za-kn701ws laptop,asus,12th gen core i7,16,512,1000,Windows,Intel Integrated Iris Xe,14.0,2880 x 1800,14,20,75,134990,False,True
822,asus vivobook flip 14 tp3402za-lz511ws laptop,asus,12th gen core i5,16,512,1000,Windows,Intel Integrated Iris Xe Graphics,14.0,1920 x 1200,12,16,71,76990,False,True
823,hp 15s-fq2672tu laptop,hewlett packard,11th gen core i3,8,512,1000,Windows,Intel Integrated UHD,15.6,1920 x 1080,2,4,61,43500,False,True
824,asus vivobook flip 14 tp3402za-lz501ws laptop,asus,12th gen core i5,8,512,1000,Windows,Intel Integrated Iris Xe,14.0,1920 x 1200,12,16,62,94500,False,True
825,hp 15s-fq2674tu laptop,hewlett packard,11th gen core i3,8,512,1000,Windows,Intel Integrated UHD,15.6,1920 x 1080,2,4,57,43990,False,True
826,asus tuf gaming a17 fa706ic-hx036w laptop,asus,ryzen 7 4800h,8,512,1000,Windows,4 GB NVIDIA GeForce RTX RTX 3050,17.29,1920 x 1080,8,16,68,67990,True,False
827,lenovo legion 5 pro 82jd005lin gaming laptop,lenovo,11th gen core i7,32,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070,16.0,2560 x 1440,8,16,75,179790,True,False
828,asus vivobook ultra 14,asus,2022) x413ea eb322ws laptop,8,512,1000,Windows,Intel Integrated UHD,14.0,1920 x 1080,2,4,55,41790,False,True
829,msi gf75 thin 10sc-611in laptop,micro star international,10th gen core i5,8,256,1000,Windows,4 GB Nvidia GTX1650 MaxQ,15.6,1920 x 1080,6,12,66,58900,False,True
830,dell inspiron 3511 d560803win9b laptop,dell,11th gen core i5,8,256,1000,Windows,Intel Integrated UHD,15.6,1920 x 1080,4,8,56,62500,False,True
831,asus vivobook 14 x415ja-eb521ws laptop,asus,10th gen core i5,8,512,1000,Windows,Intel UHD Graphics,14.0,1920 x 1080,4,8,55,42990,False,True
832,lenovo ideapad gaming 3 82k101eein laptop,lenovo,11th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,4,8,63,64990,True,False
833,lenovo thinkbook 15 20vea0ynih laptop,lenovo,11th gen core i5,8,512,1000,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4,8,63,55990,False,True
834,dell latitude 5420 business laptop,dell,11th gen core i3,8,512,1000,Windows,Intel UHD Graphics,14.0,1920 x 1080,4,8,51,68500,False,True
835,lenovo thinkbook 14 20vda0knih laptop,lenovo,11th gen core i5,8,512,1000,Windows,Intel Integrated Graphics,14.0,1920 x 1080,4,8,53,71999,False,True
836,msi alpha 15 b5eek-029in laptop,micro star international,ryzen 5 5600h,16,512,1000,Windows,8 GB AMD Radeon RX6600M,15.6,1920 x 1080,6,12,68,85290,False,True
837,hp victus 15-fb0051ax gaming laptop,hewlett packard,ryzen 5 5600h,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920 x 1080,6,12,74,74990,True,False
838,hp pavilion 14s- fy1003au laptop,hewlett packard,amd ryzen 5 5500u,16,512,1000,Windows,AMD Radeon Graphics,14.0,1920 x 1080,6,12,61,50499,False,True
839,asus vivobook ultra x415ja-eb531ws laptop,asus,10th gen core i5,16,512,564,Windows,Intel Integrated Intel UHD,14.0,1920 x 1080,4,8,61,47990,False,True
840,dell vostro 3420 d552299win9be laptop,dell,11th gen core i3,8,256,1000,Windows,Intel UHD Graphics,14.0,1366 x 768,2,4,47,42300,False,True
841,dell xps 15 9520 laptop,dell,12th gen core i7,16,512,1000,Windows,4 GB NVIDIA Geforce RTX 3050 Ti,15.6,3840 x 2160,14,20,85,255000,False,True
842,hp pavilion 14s-fy1005au laptop,hewlett packard,ryzen 7 5700u,16,512,1000,Windows,AMD Radeon Graphics,14.0,1920 x 1080,8,16,62,57990,False,True
843,asus tuf gaming a17 fa706ic-hx055w laptop,asus,ryzen 7 4800h,8,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050,17.29,1920 x 1080,8,16,74,86990,True,False
844,dell vostro 5620 laptop,dell,12th gen core i5,16,512,1000,Windows,Intel Iris Xe,16.0,1920 x 1080,12,16,60,76990,False,True
845,lenovo yoga 6 82ud0088in 2-in-1 laptop,lenovo,ryzen 7 5700u,16,512,1000,Windows,AMD Radeon,13.3,1920 x 1080,8,16,62,84500,False,True
846,dell vostro 5620 laptop,dell,12th gen core i5,8,512,1000,Windows,Intel Iris Xe,16.0,1920 x 1080,12,16,57,69800,False,True
847,asus eeebook 14 e410ka-bv121ws laptop,asus,pentium silver n6000,4,256,1000,Windows,Intel HD Graphics,14.0,1366 x 768,4,4,41,25490,False,True
848,dell vostro 3420 d552276win9be laptop,dell,11th gen core i3,8,512,1000,Windows,Intel UHD Graphics,14.0,1366 x 768,2,4,48,43490,False,True
849,dell xps 13 9320 laptop,dell,12th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,13.39,3840 x 2400,12,16,66,140900,False,True
850,hp victus 16-e0301ax gaming laptop,hewlett packard,ryzen 5 5600h,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,16.1,1920 x 1080,6,12,72,66490,True,False
851,hp 15s-fq2673tu laptop,hewlett packard,11th gen core i3,8,512,1000,Windows,Intel Integrated UHD,15.6,1920 x 1080,2,4,59,44490,False,True
852,lg gram 17z90q-g.ah75a2 laptop,lg electronics,12th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,17.0,1600 x 2560,12,16,73,102990,False,True
853,lg gram 17 17z90q-g.aj55a2 laptop,lg electronics,12th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,17.0,1600 x 2560,12,16,69,87990,False,True
854,asus tuf gaming f15 fx506hc-hn089ws gaming laptop,asus,11th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6,12,72,78990,True,False
855,msi stealth 15m b12ue gaming laptop,micro star international,12th gen core i7,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,14,20,73,139990,True,False
856,hp pavilion x360 14-ek0086tu laptop,hewlett packard,12th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,10,12,59,69950,False,True
857,hp envy x360 13-ay1062au laptop,hewlett packard,ryzen 5 5600u,8,512,1000,Windows,AMD Raedon Graphics,13.3,1920 x 1080,6,12,66,79990,False,True
858,lg gram 14 14z90q-g.ah75a2 laptop,lg electronics,12th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,1200 x 1920,12,16,71,93490,False,True
859,asus rog strix g17 2022 g713rw-ll133ws gaming laptop,asus,amd ryzen 9 6900hx,16,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050,17.29,2560 x 1440,8,16,79,181589,True,False
860,lg gram 16z90q-g.ah75a2 laptop,lg electronics,12th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,16.0,1600 x 2560,12,16,72,104590,False,True
861,asus tuf gaming a15 fa506icb-hn075w laptop,asus,ryzen 7 4800h,16,512,1000,Windows,4 GB NVIDIA GeForce RTX3050,15.6,1080 x 1920,8,16,68,78500,True,False
862,lg gram 17z90q-g.ah78a2 laptop,lg electronics,12th gen core i7,16,1000,1000,Windows,Intel Iris Xe Graphics,17.0,1600 x 2560,12,16,74,119990,False,True
863,dell g15-5525 gaming laptop,dell,ryzen 7 6800h,16,512,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,8,16,78,124990,True,False
864,dell g15-5525 gaming laptop,dell,ryzen 5 6600h,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6,12,67,81990,True,False
865,lenovo ideapad slim 3 82rk0085in laptop,lenovo,12th gen core i5,16,512,1000,Windows,‎Intel Iris Xe Graphics,15.6,1920 x 1080,10,12,57,61490,False,True
866,msi crosshair 15 b12uez-037in gaming laptop,micro star international,12th gen core i7,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560 x 1440,14,20,76,122000,True,False
867,msi gaming raider ge66 12uhs-218in gaming laptop,micro star international,12th gen core i7,32,2000,1000,Windows,16 GB NVIDIA GeForce RTX RTX 3080 Ti,17.29,3840 x 2160,14,20,94,409066,True,False
868,dell g15-5525 laptop,dell,ryzen 7 6800h,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920 x 1080,8,16,78,105990,False,True
869,dell g15-5525 gaming laptop,dell,ryzen 5 6600h,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6,12,65,74990,True,False
870,dell g15-5525 gaming laptop,dell,ryzen 7 6800h,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8,16,78,98900,True,False
871,lenovo thinkpad p14s 20vxs0g800 laptop,lenovo,11th gen core i7,16,512,1000,Windows,Intel Integrated Graphics,14.0,1920 x 1080,4,8,54,103990,False,True
872,msi gp66 leopard 11ug-693in gaming laptop,micro star international,11th gen core i7,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070,15.6,2560 x 1440,8,16,79,129990,True,False
873,hp spectre x360 13-ef0053tu laptop,hewlett packard,12th gen core i7,16,512,1000,Windows,Intel Iris X Graphics,13.5,3000 x 2000,10,12,74,124999,False,True
874,msi sword 15 a12ud-471in gaming laptop,micro star international,12th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920 x 1080,12,16,69,85990,True,False
875,msi katana gf66 12ud-472in gaming laptop,micro star international,12th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920 x 1080,12,16,69,76990,True,False
876,lenovo thinkpad p15v 21aas0r500 laptop,lenovo,11th gen core i9,32,1000,1000,Windows,4 GB Nvidia RTX A2000,15.6,1920 x 1080,8,16,88,259500,False,True
877,asus rog strix g17 2022 g713rw-ll111ws gaming laptop,asus,amd ryzen 9 6900hx,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,17.29,2560 x 1440,8,16,79,188990,True,False
878,microsoft surface go 2 8qf-00046 laptop,microsoft,11th gen core i5,8,256,1000,Windows,Intel Iris Xe Graphics,12.39,1536 x 1024,4,8,56,77324,False,True
879,dell inspiron 7420 2-in-1 touch laptop,dell,12th gen core i3,8,512,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1200,6,8,65,62490,False,True
880,lenovo v14 82kaa01sih laptop,lenovo,11th gen core i3,4,256,564,Windows,Intel Integrated UHD,15.0,1920 x 1080,2,4,50,31999,False,True
881,hp victus 16-e1062ax gaming laptop,hewlett packard,amd ryzen 5 6600h,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,16.1,1920 x 1080,6,12,67,84190,True,False
882,hp victus 16-e1060ax gaming laptop,hewlett packard,amd ryzen 7 6800h,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,16.1,1920 x 1080,8,16,78,111500,True,False
883,hp victus 16-e0305ax gaming laptop,hewlett packard,amd ryzen 7 5800h,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,16.1,1920 x 1080,8,16,74,78950,True,False
884,microsoft surface go 2 8qc-00021 laptop,microsoft,11th gen core i5,8,128,1000,Windows,Intel Iris Xe Graphics,12.39,1536 x 1024,4,8,55,71990,False,True
885,acer travelmate tmp214-53 laptop,acer,11th gen core i3,8,256,1000,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,2,4,54,41490,False,True
886,acer travelmate tmp214-53 laptop,acer,11th gen core i5,8,512,1000,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,4,8,63,51990,False,True
887,acer travelmate tmp214-53 laptop,acer,11th gen core i3,8,512,1000,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,2,4,56,45990,False,True
888,acer aspire 3 a315-58 laptop,acer,11th gen core i3,8,256,564,Windows,Intel Integrated UHD,15.6,1920 x 1080,2,4,54,32800,False,True
889,acer nitro 5 an515-57 un.qehsi.004 laptop,acer,11th gen core i5,8,256,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6,12,74,62999,False,True
890,acer travelmate tmp214-53 business laptop,acer,11th gen core i5,16,512,1000,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,4,8,65,57990,False,True
891,lenovo legion 5 82jk00bein laptop,lenovo,11th gen core i7,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8,16,73,119990,False,True
892,lenovo ideapad slim 3 81x800lgin laptop,lenovo,11th gen core i3,8,512,1000,Windows,Intel UHD Graphics,15.6,1920 x 1080,2,4,54,36999,False,True
893,acer aspire 3 a315-59 laptop,acer,12th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,10,12,56,56699,False,True
894,dell inspiron 3525 laptop,dell,amd ryzen 7 5825u,8,512,1000,Windows,AMD Radeon Radeon Graphics,15.6,1920 x 1080,8,16,67,58750,False,True
895,asus tuf gaming f17 fx777ze-hx052ws laptop,asus,12th gen core i7,16,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050,17.29,1920 x 1080,14,20,80,114990,True,False
896,acer nitro 5 an515-45 nh.qbcsi.00f gaming laptop,acer,amd ryzen 5 5600h,16,512,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560 x 1440,6,12,79,129999,True,False
897,dell inspiron 7420 laptop,dell,12th gen core i5,8,512,1000,Windows,2 GB NVIDIA GeForce MX550,14.0,1920 x 1200,10,12,57,86990,False,True
898,asus vivobook s15 oled s3502za-l702ws laptop,asus,12th gen core i7,16,512,1000,Windows,Intel Iris XE Graphics,15.6,1920 x 1080,14,20,63,84900,False,True
899,lenovo thinkpad e14 gen 2 20tas14c00 laptop,lenovo,11th gen core i3,8,512,564,DOS,Intel UHD,14.0,1920 x 1080,2,4,49,48000,False,True
900,asus zenbook s13 um5302ta-lx701ws laptop,asus,amd ryzen 7 6800u,16,1000,1000,Windows,AMD Radeon AMD,13.3,2880 x 1800,8,16,73,119990,False,True
901,asus zenbook s13 um5302ta-lx501ws laptop,asus,amd ryzen 5 6600u,16,512,1000,Windows,AMD Radeon AMD,13.3,2880 x 1800,6,12,71,99800,False,True
902,asus tuf dash f15 2022 fx517ze-hn036ws gaming laptop,asus,12th gen core i7,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920 x 1080,10,16,68,98990,True,False
903,lenovo ideapad gaming 3 81y401bhin gaming laptop,lenovo,10th gen core i7,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6,12,72,74829,True,False
904,lenovo thinkbook 15 21a4a09sih laptop,lenovo,amd ryzen 3 5300u,8,256,1000,Windows,AMD Radeon,15.6,1920 x 1080,4,8,56,39500,False,True
905,asus vivobook 14 2022 x1402za-eb512ws laptop,asus,12th gen core i5,16,512,1000,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,12,16,63,62990,False,True
906,asus vivobook 14 2022 x1402za-eb311ws laptop,asus,12th gen core i3,8,512,564,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,10,12,60,47990,False,True
907,asus rog flow z13 2022 gz301ze-lc193ws gaming laptop,asus,12th gen core i9,16,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,13.39,3840 x 2400,14,20,74,304980,True,False
908,asus rog flow z13 2022 gz301ze-ld064ws gaming laptop,asus,12th gen core i9,16,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,13.39,1920 x 1200,14,20,68,181990,True,False
909,asus rog flow z13 2022 gz301zc-ld123ws gaming laptop,asus,12th gen core i7,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,13.39,1920 x 1200,14,20,73,150790,True,False
910,asus rog flow z13 2022 gz301za-ld049ws gaming laptop,asus,12th gen core i5,16,512,1000,Windows,Intel Iris X Graphics,13.39,1920 x 1200,12,16,74,115390,True,False
911,asus tuf dash f15 2022 fx517zr-hq030ws gaming laptop,asus,12th gen core i7,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070,15.6,2560 x 1440,10,16,74,149990,True,False
912,asus rog flow z13 2022 gz301ze-lc192ws gaming laptop,asus,12th gen core i9,16,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,13.39,3840 x 2400,14,20,72,191990,True,False
913,asus tuf dash f15 2022 fx517zc-hn107ws gaming laptop,asus,12th gen core i7,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,10,16,68,87990,True,False
914,acer aspire 5 a515-56 un.a1esi.022,acer,11th gen core i5,8,512,1000,Windows,Intel Integrated,15.6,1920 x 1080,4,8,53,49994,False,True
915,msi gs76 stealth 11ue-631in 9s7-17m111-631 gaming laptop,micro star international,11th gen core i7,16,1000,1000,Windows,6 GB Nvidia GeForce RTX 3060,15.6,1920 x 1080,8,16,81,162000,True,False
916,infinix inbook x1 slim xl21 laptop,infinix,10th gen core i5,8,512,1000,Windows,Intel Integrated UHD Graphics,14.0,1920 x 1080,4,8,49,42990,False,True
917,acer predator helios 300 ph315-55 nh.qgps.003 gaming laptop,acer,12th gen core i7,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560 x 1440,14,20,78,155490,True,False
918,lenovo thinkbook 15 21a4a09uih laptop,lenovo,amd ryzen 5 5500u,8,512,1000,Windows,AMD Radeon,15.6,1920 x 1080,6,12,66,49990,False,True
919,lenovo thinkpad e14 20tas16f00 laptop,lenovo,11th gen core i3,4,256,1000,DOS,Intel UHD,14.0,1920 x 1080,2,4,44,42300,False,True
920,lenovo legion 5 15imh6 82nl00apin gaming laptop,lenovo,10th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6,12,69,73847,True,False
921,asus rog strix g15 advantage edition g513qy-hq032ws gaming laptop,asus,ryzen 9 5900hx,16,1000,1000,Windows,12 GB AMD Radeon RX 6800M,15.6,2560 x 1440,8,16,78,139990,True,False
922,asus tuf gaming f15 fx507zm-hf068ws laptop,asus,12th gen core i7,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,14,20,76,118990,True,False
923,infinix inbook x1 slim series xl21 laptop,infinix,10th gen core i3,8,256,564,Windows,Intel Integrated UHD Graphics,14.0,1920 x 1080,2,4,45,32990,False,True
924,infinix inbook x1 slim series xl21 laptop,infinix,10th gen core i7,16,512,1000,Windows,Intel Integrated UHD,14.0,1920 x 1080,4,8,49,51990,False,True
925,asus zenbook pro duo 15 oled 2021 ux582hm-h701ws laptop,asus,11th gen core i7,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,3840 x 2160,8,16,86,200000,False,True
926,dell xps 15 9520 laptop,dell,12th gen core i7,32,1000,1000,Windows,4 GB NVIDIA Geforce RTX 3050 Ti,15.6,3840 x 2160,14,20,91,245000,False,True
927,dell vostro 3515 laptop,dell,athlon 3050u,8,256,1000,Windows,AMD Radeon Graphics,15.6,1366 x 768,2,2,47,35300,False,True
928,lenovo thinkbook 15 20vea0yqih laptop,lenovo,11th gen core i3,8,256,1000,Windows,Intel UHD Graphics,15.6,1920 x 1080,2,4,54,37990,False,True
929,hp omen 16-b1371tx gaming laptop,hewlett packard,12th gen core i7,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070Ti,16.1,2560 x 1440,14,20,84,176490,True,False
930,asus vivobook 15 x512da-bq303ws laptop,asus,ryzen 3 3250u,8,256,564,Windows,AMD Radeon AMD Radeon,15.6,1920 x 1080,2,4,48,33990,False,True
931,dell vostro 3515 laptop,dell,ryzen 3 3250u,8,256,1000,Windows,AMD Radeon Graphics,15.6,1920 x 1080,2,4,54,38890,False,True
932,asus strix g15 g513rm-hf274ws gaming laptop,asus,ryzen 7 6800h,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,8,16,75,135960,True,False
933,hp omen 16-b1350tx laptop,hewlett packard,12th gen core i7,16,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050,16.1,1920 x 1080,14,20,74,128999,False,True
934,asus tuf gaming a17 fa777rc-hx027ws laptop,asus,ryzen 7 6800h,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,17.29,1920 x 1080,8,16,67,88990,True,False
935,lenovo thinkbook 14 g2 20vda0qmih laptop,lenovo,11th gen core i3,8,512,1000,DOS,Intel UHD Graphics,14.0,1920 x 1080,2,4,47,44799,False,True
936,asus vivobook 15 touch x515ea-ez311ws laptop,asus,11th gen core i3,8,512,1000,Windows,Intel Integrated UHD Graphics,15.6,1920 x 1080,2,4,57,39990,False,True
937,asus vivobook 15 touch x515ea-ez501ws laptop,asus,11th gen core i5,8,512,1000,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4,8,62,51990,False,True
